id,carat,cut,color,clarity,depth,table,x,y,z,price
191772,0.82,Ideal,F,SI1,62.6,55.0,5.94,5.97,3.73,3246
115766,1.07,Ideal,G,VS2,62.2,57.0,6.55,6.58,4.08,6760
166359,0.32,Premium,H,VS2,61.9,58.0,4.38,4.41,2.73,509
80259,1.01,Ideal,H,VS1,62.0,55.0,6.42,6.48,4.0,5599
189960,0.76,Ideal,I,VVS2,62.3,55.0,5.83,5.85,3.64,2520
65679,0.72,Very Good,H,SI1,63.1,57.0,5.68,5.71,3.59,2313
128515,0.72,Ideal,G,VVS1,61.1,55.0,5.79,5.82,3.55,4016
53233,0.7,Very Good,E,VS2,62.8,59.0,5.65,5.67,3.55,2913
82167,1.12,Very Good,I,SI1,62.5,58.0,6.64,6.67,4.15,5293
126470,0.72,Ideal,I,VS1,62.8,57.0,5.69,5.74,3.59,2347
43034,0.54,Ideal,E,VS2,61.8,57.0,5.19,5.21,3.21,1549
31169,0.31,Very Good,G,VVS2,59.9,61.0,4.41,4.4,2.64,707
176158,0.85,Ideal,E,SI2,62.0,54.0,6.04,6.07,3.76,3497
8164,0.32,Very Good,H,VVS1,60.0,62.0,4.42,4.44,2.66,730
9998,0.71,Ideal,E,VVS2,61.0,56.0,5.74,5.77,3.51,3271
137770,2.01,Very Good,I,VS2,61.5,57.0,8.08,8.13,5.0,15819
113775,1.28,Ideal,H,SI1,61.6,54.0,6.99,7.04,4.31,6546
20523,0.33,Very Good,E,VS2,62.9,54.0,4.44,4.48,2.8,812
121216,0.32,Ideal,G,VS1,61.7,55.0,4.35,4.44,2.71,645
91970,0.93,Premium,G,SI1,61.7,60.0,6.22,6.26,3.84,4150
80080,0.27,Very Good,F,VVS2,61.3,58.0,4.14,4.18,2.54,665
70181,1.0,Good,D,SI2,63.9,56.0,6.32,6.28,4.03,3752
24432,1.01,Ideal,H,SI1,63.0,57.0,6.4,6.38,4.02,4338
41056,1.31,Ideal,G,VS1,62.0,54.0,7.05,7.09,4.36,7389
164251,0.31,Ideal,H,VS2,62.0,54.4,4.31,4.36,2.69,471
1866,1.52,Very Good,D,SI2,60.4,63.0,7.47,7.41,4.49,10331
22771,0.33,Premium,F,VVS1,62.5,58.0,4.42,4.39,2.75,1021
136849,1.5,Premium,F,VS2,61.6,59.0,7.37,7.33,4.53,12681
77964,0.7,Ideal,G,VVS1,63.0,56.0,5.62,5.65,3.55,3234
61472,1.01,Ideal,E,SI2,61.5,57.0,6.49,6.45,3.98,4956
173444,1.22,Ideal,G,VS1,62.7,57.0,6.78,6.83,4.27,9547
102917,0.3,Ideal,D,SI1,62.1,54.0,4.32,4.3,2.68,565
85175,0.7,Ideal,G,VS2,61.3,54.0,5.72,5.76,3.52,3119
181553,0.32,Ideal,G,VVS2,62.4,55.0,4.39,4.41,2.75,708
141768,0.31,Ideal,D,VS1,62.1,55.0,4.35,4.32,2.69,979
74101,0.24,Good,F,VS2,62.4,58.0,3.94,3.97,2.48,434
135989,0.56,Ideal,H,VS1,62.4,56.0,5.25,5.28,3.28,1621
113299,0.91,Ideal,E,VS2,62.0,57.0,6.18,6.22,3.84,4823
104648,0.42,Premium,G,VS2,62.8,57.0,4.8,4.76,3.0,1003
92018,2.23,Premium,H,SI2,61.8,60.0,8.31,8.35,5.16,10490
149128,0.7,Ideal,F,VS2,62.2,56.0,5.72,5.69,3.55,2956
161,1.01,Premium,F,VS2,62.0,59.0,6.4,6.36,3.96,6077
22738,0.72,Premium,G,SI2,62.7,56.0,5.68,5.73,3.57,2277
25120,1.0,Ideal,I,SI2,62.0,54.0,6.45,6.4,3.99,3892
76985,0.33,Premium,G,VVS1,61.9,58.0,4.48,4.45,2.76,1087
161640,1.02,Good,E,SI2,63.7,62.0,6.34,6.37,4.05,4435
57507,0.31,Ideal,F,VVS1,61.8,57.0,4.35,4.37,2.69,964
97699,0.41,Very Good,G,VS1,60.9,57.0,4.78,4.8,2.92,899
43468,1.04,Premium,H,SI1,62.0,60.0,6.47,6.45,4.0,4830
2103,2.06,Premium,G,SI2,61.0,59.0,8.26,8.21,5.04,11976
54134,0.51,Ideal,F,VVS1,61.9,56.0,5.17,5.19,3.21,2145
125065,0.44,Ideal,E,SI1,61.3,56.0,4.95,4.91,3.03,1240
54751,0.72,Very Good,H,SI1,62.9,57.0,5.67,5.7,3.59,2264
151433,1.05,Ideal,G,VS2,62.3,56.0,6.48,6.51,4.04,7479
24218,0.3,Ideal,I,VS1,62.3,56.0,4.26,4.23,2.66,427
67173,0.5,Premium,D,SI2,62.7,58.0,5.09,5.06,3.17,1230
54626,1.11,Ideal,G,VVS2,61.6,58.0,6.61,6.65,4.08,8014
63179,1.01,Premium,D,SI1,60.1,59.0,6.53,6.47,3.91,5476
24543,0.53,Ideal,E,VS2,61.7,55.0,5.17,5.21,3.2,1694
49626,1.01,Premium,H,VS1,58.8,62.0,6.55,6.51,3.84,5088
33830,0.51,Ideal,G,VS1,61.2,56.0,5.17,5.13,3.15,1781
24404,0.32,Very Good,E,SI1,63.1,56.0,4.34,4.29,2.72,720
61619,0.71,Good,J,SI2,63.6,59.0,5.57,5.66,3.56,1755
58395,0.7,Premium,F,SI1,62.7,58.0,5.67,5.64,3.55,2329
75770,2.23,Premium,H,SI2,61.1,57.0,8.36,8.32,5.11,10824
45214,1.51,Ideal,G,SI1,62.4,55.0,7.36,7.3,4.58,11510
63087,1.02,Premium,H,I1,60.6,59.0,6.5,6.39,3.9,3118
117021,0.74,Very Good,E,VS1,62.5,56.0,5.77,5.82,3.62,3519
92196,0.3,Ideal,D,VVS2,61.3,55.0,4.3,4.32,2.64,814
80169,0.4,Ideal,H,VS1,62.8,55.0,4.75,4.72,2.97,850
453,0.31,Premium,D,VVS2,60.1,59.0,4.36,4.41,2.64,777
22948,1.18,Ideal,G,VS2,61.8,55.0,6.8,6.75,4.19,7915
157616,0.39,Ideal,G,VS2,60.9,57.0,4.76,4.73,2.89,833
173060,0.9,Premium,J,VS2,63.0,58.0,6.16,6.13,3.87,3136
28533,1.2,Very Good,F,VS2,62.8,59.0,6.75,6.79,4.24,9215
39370,1.1,Ideal,G,VS1,61.9,56.0,6.66,6.63,4.11,7477
128496,0.31,Ideal,I,IF,62.2,55.0,4.34,4.34,2.7,714
55598,1.1,Ideal,F,SI2,62.1,56.0,6.62,6.65,4.13,5107
85063,0.72,Good,F,VS1,63.6,56.0,5.72,5.65,3.61,3004
151889,1.01,Very Good,D,VS2,63.5,60.0,6.35,6.27,4.01,6066
7884,0.54,Ideal,D,VS2,61.0,56.0,5.3,5.26,3.22,1712
105933,0.7,Ideal,I,VS2,61.8,56.0,5.7,5.73,3.53,2170
193521,1.04,Ideal,D,SI1,62.0,57.0,6.47,6.51,4.02,5879
100877,2.03,Very Good,H,SI2,62.6,59.0,8.01,8.05,5.03,13214
58219,0.72,Ideal,I,VS2,61.5,56.0,5.75,5.77,3.54,2177
3307,0.39,Premium,G,VS2,61.5,58.0,4.67,4.7,2.88,761
145584,1.65,Ideal,F,SI2,62.3,55.0,7.59,7.54,4.72,8283
112155,0.9,Very Good,H,SI1,62.4,59.0,6.13,6.18,3.84,3261
134386,1.02,Premium,G,VS2,62.0,58.0,6.39,6.44,3.98,5250
18295,0.59,Premium,D,SI1,61.5,59.0,5.42,5.35,3.31,1650
153486,0.3,Ideal,I,SI1,61.3,57.0,4.3,4.32,2.64,413
8436,0.41,Premium,G,VS2,61.6,57.0,4.78,4.74,2.93,1061
47694,0.9,Very Good,I,VS2,63.1,59.0,6.11,6.16,3.87,3694
191737,0.51,Ideal,E,VS1,60.9,57.0,5.15,5.18,3.14,1739
40615,0.86,Premium,H,SI2,62.2,57.0,6.13,6.1,3.79,2399
74223,1.18,Premium,I,SI2,60.5,59.0,6.84,6.86,4.14,4989
23156,0.31,Very Good,I,VS1,63.1,59.0,4.28,4.32,2.72,497
144678,0.7,Ideal,G,SI1,61.1,55.0,5.72,5.76,3.51,2264
71775,0.31,Ideal,F,VS2,62.0,56.0,4.34,4.37,2.7,566
73852,0.2,Premium,E,VS2,61.8,59.0,3.82,3.78,2.32,367
104804,1.58,Premium,H,SI1,62.2,59.0,7.47,7.44,4.63,11537
73930,0.23,Ideal,F,VVS1,61.5,56.0,3.93,3.97,2.42,530
8100,0.9,Premium,G,SI1,62.8,59.0,6.13,6.07,3.84,3676
50984,0.71,Very Good,G,VVS1,61.4,62.0,5.72,5.7,3.51,3248
134564,0.9,Premium,F,SI1,61.4,58.0,6.19,6.24,3.82,4234
180801,0.4,Ideal,G,VVS1,61.8,56.0,4.73,4.69,2.91,1145
156009,0.54,Premium,E,SI1,62.0,59.0,5.21,5.22,3.23,1336
122523,2.01,Very Good,I,SI2,63.0,57.0,8.01,7.99,5.03,14687
152199,1.01,Very Good,D,SI1,62.2,58.0,6.38,6.39,3.98,5613
115547,0.26,Ideal,E,VS1,62.0,57.0,4.1,4.12,2.55,452
49177,0.72,Premium,D,SI1,60.4,59.0,5.85,5.83,3.53,3048
76010,0.71,Ideal,F,SI1,61.3,56.0,5.72,5.76,3.52,2404
52294,0.31,Ideal,H,SI1,62.3,53.0,4.37,4.39,2.73,447
8294,0.72,Premium,E,VS2,62.8,59.0,5.73,5.7,3.59,2901
144526,1.25,Premium,G,VS2,62.1,58.0,6.86,6.92,4.28,7375
156155,1.2,Premium,D,VS1,60.7,58.0,6.91,6.86,4.18,10164
139486,1.02,Very Good,F,SI1,62.3,58.0,6.38,6.42,3.99,5081
153449,0.4,Ideal,H,SI1,60.2,56.0,4.82,4.85,2.91,687
26497,0.9,Good,E,SI2,63.8,56.0,6.15,6.07,3.9,3796
56293,0.7,Ideal,G,VS1,61.6,56.0,5.7,5.73,3.52,3478
81942,1.08,Ideal,G,SI2,62.5,54.0,6.52,6.5,4.06,4920
158810,1.2,Premium,G,VS2,61.2,58.0,6.86,6.81,4.19,7338
34763,0.3,Good,G,VS1,63.8,57.0,4.27,4.29,2.73,605
145043,1.05,Premium,F,SI1,61.1,59.0,6.58,6.51,4.0,5925
88397,0.31,Very Good,E,VVS2,63.2,56.0,4.32,4.3,2.73,717
25566,0.32,Premium,H,VS1,62.2,59.0,4.36,4.39,2.72,561
79816,1.62,Premium,I,SI1,62.6,59.0,7.51,7.45,4.68,8951
193312,1.03,Premium,H,VS1,62.3,59.0,6.46,6.38,4.0,5029
149562,1.5,Very Good,D,SI1,63.4,58.0,7.28,7.25,4.61,11352
54411,0.3,Ideal,J,VVS1,62.4,55.0,4.25,4.29,2.66,450
93245,1.11,Ideal,G,SI1,62.0,56.0,6.63,6.65,4.12,5988
95958,0.32,Good,H,VS1,61.0,64.0,4.38,4.48,2.7,561
48724,0.31,Very Good,G,VVS1,63.1,57.0,4.35,4.31,2.73,878
88465,0.71,Ideal,F,SI1,59.6,57.0,5.89,5.84,3.49,2340
72703,0.71,Very Good,G,VS2,62.7,58.0,5.7,5.72,3.58,2760
110987,0.91,Premium,D,SI1,62.9,60.0,6.14,6.19,3.87,4389
48706,0.53,Premium,E,SI1,61.7,58.0,5.17,5.2,3.2,1294
169633,1.07,Ideal,I,SI1,61.6,56.0,6.6,6.64,4.07,5116
86529,1.24,Ideal,F,SI2,62.4,56.0,6.85,6.87,4.28,6573
109367,1.5,Premium,G,SI1,59.0,60.0,7.52,7.45,4.45,11312
132433,1.01,Ideal,H,SI1,61.7,58.0,6.41,6.42,3.95,4732
94986,0.31,Ideal,D,VS2,61.3,55.0,4.36,4.39,2.68,571
148112,0.7,Ideal,E,SI2,61.5,56.0,5.71,5.74,3.51,2373
42478,0.3,Very Good,G,VS1,62.3,59.0,4.25,4.29,2.66,431
79608,1.1,Very Good,F,SI1,62.3,57.0,6.58,6.6,4.11,5988
122217,0.71,Ideal,E,SI2,62.7,57.0,5.64,5.67,3.55,2475
64183,0.42,Premium,F,SI1,62.1,60.0,4.75,4.71,2.94,926
115809,0.9,Ideal,D,SI2,61.6,56.0,6.12,6.17,3.78,3624
189413,0.32,Premium,G,VVS1,61.8,58.0,4.41,4.38,2.72,1013
7311,1.18,Ideal,H,SI1,61.7,54.0,6.78,6.84,4.2,6619
97656,0.7,Very Good,E,SI1,62.6,58.0,5.67,5.71,3.56,2757
151178,0.28,Premium,H,VVS2,61.7,56.0,4.18,4.15,2.57,468
83905,0.54,Ideal,D,VS2,62.3,55.0,5.2,5.23,3.25,1822
39413,2.18,Premium,H,SI2,59.4,60.0,8.46,8.41,0.0,15842
180861,0.93,Premium,G,SI1,62.1,58.0,6.19,6.22,3.86,3614
101276,0.32,Ideal,E,SI1,62.6,54.0,4.37,4.41,2.74,608
107040,2.01,Premium,E,SI2,61.3,59.0,8.13,8.05,4.96,17192
142123,2.01,Premium,I,VS2,58.5,61.0,8.18,8.14,4.82,17366
33002,0.32,Premium,G,SI1,61.8,58.0,4.38,4.34,2.69,574
61376,0.71,Ideal,D,SI1,61.8,56.0,5.72,5.77,3.55,2657
59332,0.3,Premium,H,VS1,61.6,59.0,4.32,4.27,2.65,675
65572,0.53,Ideal,E,VS2,61.5,57.0,5.2,5.24,3.21,1812
68812,1.2,Premium,E,VS1,62.2,58.0,6.78,6.74,4.21,9212
69988,0.5,Premium,E,SI1,59.6,59.0,5.16,5.13,3.08,1090
121493,0.78,Ideal,D,SI1,60.9,56.0,5.97,5.92,3.62,3568
131031,1.01,Premium,F,SI1,61.9,59.0,6.39,6.41,3.96,5607
71292,0.33,Ideal,H,VS2,62.1,54.0,4.46,4.48,2.77,539
182510,0.4,Ideal,D,VS2,62.0,56.0,4.82,4.78,2.97,1052
1033,0.4,Very Good,D,VS2,62.8,55.0,4.68,4.7,2.95,1050
92668,0.73,Ideal,F,VS2,61.9,56.0,5.81,5.79,3.59,2873
39981,0.31,Premium,F,VS2,62.2,58.0,4.31,4.33,2.69,802
181986,0.31,Ideal,F,VVS1,61.6,58.0,4.32,4.31,2.66,840
19529,2.54,Premium,F,SI2,61.4,60.0,8.84,8.73,5.37,11859
8712,0.64,Premium,E,SI1,60.8,58.0,5.59,5.53,3.38,1915
159579,1.51,Good,I,SI1,64.2,58.0,7.27,7.19,4.63,8486
42458,1.17,Ideal,D,VS1,61.5,57.0,6.78,6.73,4.15,10308
111416,1.2,Very Good,E,SI1,63.2,60.0,6.73,6.58,4.21,7477
184030,0.3,Ideal,E,VS2,62.5,56.0,4.29,4.33,2.69,658
60284,2.01,Premium,J,SI2,60.0,58.0,8.13,8.09,4.88,12720
49743,1.17,Very Good,E,SI1,60.8,59.0,6.81,6.84,4.15,6213
101801,0.9,Very Good,G,SI1,62.0,55.0,6.19,6.22,3.84,3884
135399,1.58,Very Good,I,VS2,61.2,58.0,7.49,7.54,4.59,9178
87545,1.16,Ideal,I,VS1,62.6,55.0,6.67,6.71,4.18,6077
41262,0.44,Ideal,H,VS1,61.1,57.0,4.94,4.9,3.0,1087
175329,1.0,Good,F,SI2,63.8,57.0,6.29,6.36,4.04,4201
159822,0.31,Ideal,D,VS1,61.8,55.0,4.35,4.37,2.69,871
129198,1.01,Ideal,D,SI1,63.1,56.0,6.32,6.37,4.0,5519
154255,0.4,Ideal,E,VS2,61.5,56.0,4.72,4.75,2.91,975
190513,1.54,Ideal,H,VS1,62.2,55.0,7.41,7.37,4.59,11522
82670,0.31,Premium,G,VVS1,62.0,58.0,4.34,4.37,2.7,789
97528,1.01,Ideal,D,SI2,60.8,57.0,6.48,6.51,3.95,4073
85498,0.71,Ideal,I,VS1,61.5,55.0,5.72,5.74,3.52,2519
184259,0.3,Very Good,E,VS2,62.9,58.0,4.26,4.3,2.69,658
157130,0.3,Ideal,I,VVS1,62.2,56.0,4.29,4.32,2.68,552
30343,1.09,Premium,F,VS1,61.0,58.0,6.61,6.66,4.05,7487
26968,2.01,Ideal,I,SI2,61.8,57.0,8.08,8.13,5.01,12257
117453,0.72,Ideal,E,VS2,61.8,56.0,5.73,5.77,3.55,3068
39764,0.31,Very Good,D,SI2,62.7,57.0,4.35,4.39,2.74,462
76845,1.07,Premium,E,SI1,62.8,57.0,6.51,6.46,4.07,5519
165772,1.18,Ideal,G,VVS2,62.1,55.0,6.82,6.78,4.22,9376
37197,1.1,Ideal,H,VS2,61.2,55.0,6.63,6.68,4.08,6134
112784,2.01,Very Good,E,SI2,62.4,59.0,8.04,7.99,4.99,17759
150398,0.96,Premium,D,SI2,62.5,54.0,6.21,6.26,3.9,3847
114791,0.71,Ideal,E,SI2,61.0,56.0,5.78,5.71,3.51,2434
101280,0.7,Very Good,E,VS2,59.5,59.0,5.73,5.85,3.45,2925
13260,0.73,Very Good,G,VS1,60.8,57.0,5.8,5.84,3.55,2825
116375,0.31,Ideal,D,SI1,61.7,57.0,4.33,4.35,2.68,597
178543,0.81,Premium,E,SI1,60.2,60.0,6.08,6.06,3.69,3379
109423,0.31,Ideal,F,VS2,61.5,57.0,4.38,4.41,2.7,749
155390,0.34,Ideal,G,VVS1,62.0,54.0,4.47,4.5,2.78,891
44151,0.57,Ideal,F,VVS2,61.9,57.0,5.36,5.32,3.3,2310
82328,0.72,Ideal,E,VS2,62.3,54.0,5.74,5.77,3.58,3154
182429,2.2,Premium,J,VS2,61.0,60.0,8.41,8.34,5.11,16575
140681,1.18,Ideal,I,SI1,62.4,56.0,6.78,6.76,4.23,5863
63821,0.72,Very Good,E,SI2,63.3,55.0,5.69,5.72,3.61,2400
157041,0.5,Good,H,VS2,60.0,55.0,5.2,5.24,3.13,1218
182468,0.32,Very Good,G,VS2,63.0,59.0,4.38,4.35,2.75,489
13819,0.25,Very Good,F,VVS2,61.0,57.0,4.04,4.07,2.47,548
91422,0.3,Very Good,H,SI1,62.8,58.0,4.25,4.28,2.68,459
156736,0.33,Ideal,I,VVS2,61.1,56.0,4.48,4.46,2.73,579
42585,0.3,Very Good,G,VS2,63.1,60.0,4.3,4.25,2.7,630
63291,0.31,Very Good,F,SI1,61.8,59.0,4.33,4.36,2.69,435
143877,0.83,Premium,D,SI1,59.3,62.0,6.22,6.15,3.66,3347
137554,1.51,Premium,G,SI1,60.6,60.0,7.45,7.41,4.5,10080
77737,1.02,Ideal,F,SI1,61.9,56.0,6.43,6.46,3.99,4721
74159,0.7,Very Good,F,VS1,62.0,58.0,5.61,5.68,3.52,2864
136631,0.71,Very Good,F,SI2,61.2,57.0,5.74,5.77,3.52,2118
20099,0.33,Premium,G,VVS1,60.0,60.0,4.49,4.46,2.69,868
133652,0.31,Ideal,G,VVS2,61.2,55.0,4.38,4.41,2.69,811
73343,1.2,Very Good,D,SI1,63.1,56.0,6.74,6.68,4.23,7255
91799,0.33,Ideal,F,VS1,60.2,57.0,4.52,4.55,2.72,849
25239,0.56,Very Good,G,VS2,62.6,59.0,5.25,5.28,3.3,1563
77470,1.01,Very Good,F,SI1,63.9,56.0,6.34,6.38,4.06,4437
174619,0.7,Ideal,E,VS2,62.5,55.0,5.68,5.73,3.57,2892
92277,0.31,Very Good,D,SI2,61.2,59.0,4.37,4.39,2.68,447
81132,1.03,Ideal,D,SI2,62.3,54.0,6.43,6.48,4.03,4560
56141,1.04,Ideal,G,VVS2,60.2,57.0,6.59,6.54,3.95,8149
176280,1.5,Premium,I,SI1,62.6,56.0,7.28,7.24,4.53,8820
22551,1.01,Premium,F,SI2,63.6,58.0,6.37,6.4,4.07,4446
97871,1.01,Ideal,E,VS2,61.6,57.0,6.41,6.45,3.97,7226
193134,0.3,Ideal,G,SI1,61.7,55.0,4.3,4.34,2.67,494
56085,1.01,Good,H,VS2,64.0,57.0,6.29,6.38,4.05,5748
52866,1.52,Premium,H,VS2,59.1,59.0,7.46,7.4,4.4,11159
82557,0.43,Premium,G,VVS2,60.9,59.0,4.83,4.88,2.96,1119
189077,0.9,Very Good,G,SI2,61.4,60.0,6.16,6.19,3.8,3050
41222,0.61,Very Good,E,SI1,62.0,55.0,5.44,5.47,3.39,1750
47718,0.54,Ideal,G,SI2,61.2,55.0,5.25,5.29,3.22,1242
63204,1.5,Very Good,G,SI2,63.1,58.0,7.25,7.22,4.57,8741
104747,0.52,Good,D,VVS2,64.3,59.0,5.12,5.1,3.29,2362
98728,0.41,Ideal,G,VS2,62.4,54.0,4.8,4.78,2.99,1061
31671,1.07,Premium,H,SI2,62.3,58.0,6.56,6.53,4.07,3770
124782,1.06,Premium,G,VS2,62.5,59.0,6.48,6.45,4.05,6214
27287,1.01,Premium,H,VS2,62.5,59.0,6.39,6.34,3.98,5311
162393,0.71,Ideal,D,SI1,60.3,57.0,5.75,5.8,3.48,2577
115294,1.13,Premium,I,SI2,61.8,57.0,6.69,6.73,4.15,3984
159506,0.7,Good,G,SI1,63.6,57.0,5.62,5.56,3.55,2266
41355,0.33,Ideal,G,VS2,62.3,56.0,4.41,4.43,2.76,596
100313,0.59,Ideal,E,SI1,62.7,57.0,5.38,5.33,3.35,1550
81460,1.04,Premium,H,SI1,62.4,56.0,6.47,6.44,4.03,4389
159910,1.08,Premium,H,VS2,62.2,58.0,6.57,6.53,4.08,5260
63294,1.75,Premium,I,VS1,61.7,58.0,7.69,7.74,4.75,12423
38608,1.53,Premium,I,VS2,62.2,59.0,7.31,7.33,4.56,8760
130625,1.0,Premium,D,VS2,58.9,62.0,6.54,6.49,3.83,6180
55352,1.07,Ideal,J,SI1,60.9,56.0,6.6,6.58,4.03,4330
110942,0.55,Fair,F,SI1,63.3,57.0,5.23,5.18,3.31,1441
168760,1.3,Ideal,D,VS1,61.3,56.0,7.05,7.01,4.29,10441
38064,0.4,Ideal,G,VVS2,62.4,55.0,4.71,4.73,2.95,982
125307,0.9,Premium,G,VS1,62.3,62.0,6.07,6.09,3.77,4679
120993,0.33,Ideal,E,VVS1,61.6,56.0,4.46,4.44,2.74,1052
107690,0.31,Ideal,G,VS2,62.4,57.0,4.33,4.36,2.71,544
135604,1.01,Premium,I,SI2,62.8,58.0,6.36,6.38,4.0,3604
138581,0.55,Very Good,G,SI1,62.2,56.0,5.21,5.27,3.26,1316
176650,0.87,Premium,D,SI2,60.0,59.0,6.13,6.03,3.65,3013
181176,0.33,Ideal,D,VS2,62.2,56.0,4.43,4.46,2.77,734
21419,0.71,Premium,E,SI1,61.3,58.0,5.71,5.75,3.51,2863
45067,0.5,Premium,E,SI1,62.6,58.0,5.07,5.04,3.17,1422
184380,1.01,Premium,H,SI2,62.9,59.0,6.35,6.33,4.0,4142
169004,0.71,Ideal,E,SI1,61.1,55.0,5.75,5.82,3.53,2604
184006,0.41,Ideal,I,IF,62.3,54.0,4.74,4.76,2.96,1131
82263,0.52,Ideal,D,VS2,61.8,55.0,5.2,5.17,3.2,1919
170764,0.41,Premium,F,SI2,61.7,58.0,4.78,4.81,2.96,778
156807,0.54,Ideal,G,VS2,62.3,53.0,5.24,5.2,3.26,1423
178978,0.7,Ideal,H,VVS1,61.2,56.0,5.73,5.78,3.52,2949
70517,1.0,Ideal,F,VS2,62.4,56.0,6.4,6.35,3.98,6460
180667,1.51,Ideal,F,SI2,61.4,57.0,7.38,7.41,4.54,7695
157609,0.42,Ideal,E,VVS2,61.0,56.0,4.84,4.86,2.96,1243
176393,0.6,Ideal,G,SI1,61.9,55.0,5.38,5.44,3.35,1764
166778,2.24,Premium,H,SI2,61.2,60.0,8.37,8.43,5.15,16337
62266,0.4,Ideal,F,VS2,61.8,56.0,4.72,4.73,2.92,773
29957,0.4,Ideal,E,VS2,61.9,56.0,4.75,4.77,2.94,842
34884,0.31,Ideal,H,VVS1,62.5,55.0,4.3,4.37,2.71,878
143213,0.51,Ideal,F,SI1,62.0,56.0,5.12,5.16,3.19,1412
135477,0.38,Ideal,F,VS2,61.6,56.0,4.66,4.63,2.86,1026
187954,1.53,Premium,I,VS2,59.5,59.0,7.54,7.45,4.46,8719
147115,1.01,Very Good,G,SI2,63.7,59.0,6.35,6.42,4.06,4327
13805,0.51,Very Good,G,SI1,62.3,60.0,5.08,5.12,3.17,1197
165183,0.71,Ideal,H,VS2,62.0,55.0,5.72,5.77,3.56,2505
59903,1.0,Premium,E,SI1,62.7,58.0,6.36,6.4,4.0,5339
192249,0.71,Good,H,VS2,63.1,63.0,5.58,5.63,3.54,2117
118795,0.52,Premium,E,SI2,61.4,56.0,5.16,5.19,3.18,1289
55328,0.8,Very Good,E,SI1,62.9,56.0,5.89,5.94,3.73,3301
40975,2.05,Ideal,I,SI1,63.0,57.0,8.12,8.08,5.08,15941
168857,0.33,Ideal,H,VVS1,61.9,57.0,4.48,4.45,2.76,854
40782,0.3,Premium,H,VS1,61.5,56.0,4.31,4.28,2.64,672
67528,0.3,Ideal,D,SI1,61.3,55.0,4.33,4.29,2.64,732
87718,0.53,Ideal,J,SI1,62.1,54.0,5.21,5.23,3.24,1023
191859,0.35,Ideal,D,VS1,60.7,57.0,4.63,4.59,2.79,1064
180004,0.42,Ideal,G,IF,60.8,57.0,4.81,4.85,2.94,1333
173821,1.0,Ideal,G,VS1,62.0,56.0,6.38,6.43,3.97,6512
157238,1.2,Premium,G,VS2,62.8,57.0,6.7,6.64,4.19,7275
152466,0.71,Ideal,G,SI1,61.5,56.5,5.71,5.74,3.52,2487
105586,2.02,Ideal,H,SI1,62.4,55.0,8.18,8.09,5.05,18236
189760,2.01,Premium,H,SI1,60.5,61.0,8.14,8.06,4.89,15235
41896,1.2,Very Good,J,SI1,60.9,58.0,6.78,6.83,4.14,4766
69539,0.4,Very Good,H,VVS1,63.3,59.0,4.73,4.7,2.99,988
41360,0.51,Good,E,SI2,63.7,56.0,5.05,5.08,3.23,1274
27148,0.62,Ideal,D,SI1,62.2,55.0,5.48,5.49,3.4,1996
109494,1.11,Ideal,D,SI2,62.6,56.0,6.61,6.64,4.14,5374
92924,1.2,Good,F,VS2,63.4,57.0,6.72,6.75,4.28,8295
60950,0.5,Premium,E,VS1,59.6,61.0,5.22,5.17,3.09,1723
170374,1.52,Very Good,G,VS2,62.9,59.0,7.26,7.31,4.59,13556
92552,0.41,Ideal,I,VVS2,61.8,57.0,4.74,4.77,2.94,874
26941,0.3,Premium,G,VVS2,62.6,58.0,4.29,4.26,2.67,737
145975,0.54,Premium,F,SI2,61.0,58.0,5.26,5.29,3.22,1114
75291,0.7,Ideal,E,VS2,61.4,56.0,5.72,5.75,3.52,2908
163333,0.83,Very Good,E,VS1,63.3,61.0,5.91,5.96,3.75,4011
42423,0.72,Ideal,I,VS1,61.1,57.0,5.77,5.8,3.53,2453
138344,1.51,Premium,I,VS2,61.3,58.0,7.37,7.4,4.52,9483
166314,0.36,Ideal,F,VS1,62.3,55.0,4.57,4.54,2.84,754
140018,1.02,Premium,F,SI2,62.3,54.0,6.49,6.44,4.03,4014
74895,0.54,Premium,F,SI1,62.0,58.0,5.18,5.22,3.22,1385
13822,0.31,Ideal,E,VS2,62.8,56.0,4.34,4.3,2.72,872
21990,0.52,Very Good,I,SI1,63.5,57.0,5.11,5.09,3.23,1087
130449,0.43,Premium,D,SI1,62.3,58.0,4.78,4.81,2.99,791
66599,0.41,Ideal,I,VVS1,62.1,56.0,4.79,4.76,2.96,1107
141473,1.71,Premium,G,VS2,60.2,59.0,7.8,7.7,4.66,15897
19770,0.9,Ideal,F,SI2,62.6,57.0,6.08,6.15,3.83,3752
128828,0.53,Ideal,G,VS1,62.2,56.0,5.2,5.23,3.23,1776
148755,0.41,Ideal,D,VVS1,62.5,55.0,4.79,4.78,2.99,1349
25697,1.52,Premium,H,VVS1,61.9,59.0,7.41,7.38,4.58,12200
15026,2.3,Premium,I,SI2,61.9,60.0,8.49,8.44,5.23,15235
173641,0.75,Very Good,F,SI1,62.6,59.0,5.78,5.82,3.62,2878
75381,0.77,Premium,D,SI2,60.6,61.0,5.89,5.93,3.58,2644
139989,0.75,Ideal,D,VS2,61.7,55.0,5.85,5.89,3.62,3998
5014,0.3,Very Good,G,SI1,62.1,62.0,4.3,4.25,2.65,574
